Year,Series,Team,Player,PTS_mean,PTS_std,PTS_CV,PTS_G
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Leandro Barbosa,8.167,4.446,0.544,6
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Richard Jefferson,5.714,3.904,0.683,7
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Jordan McRae,4.0,0.0,0.0,1
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Ian Clark,3.25,2.872,0.884,4
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Andrew Bogut,3.2,4.147,1.296,5
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Iman Shumpert,3.0,1.826,0.609,7
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Matthew Dellavedova,2.667,2.338,0.877,6
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Festus Ezeli,2.0,2.309,1.155,7
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Marreese Speights,2.0,2.646,1.323,7
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Mo Williams,1.5,1.761,1.174,6
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Timofey Mozgov,1.4,2.191,1.565,5
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Dahntay Jones,1.333,2.16,1.62,6
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,James Michael McAdoo,1.333,1.155,0.866,3
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Anderson Varejão,1.167,1.169,1.002,6
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,Channing Frye,0.5,1.0,2.0,4
2016,2016_nba_finals_cavaliers_vs_warriors,GSW,Brandon Rush,0.2,0.447,2.236,5
2016,2016_nba_finals_cavaliers_vs_warriors,CLE,James Jones,0.2,0.447,2.236,5
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,LeBron James,35.833,8.681,0.242,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Stephen Curry,26.0,6.132,0.236,6
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Kyrie Irving,23.0,0.0,0.0,1
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Andre Iguodala,16.333,6.377,0.39,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Klay Thompson,15.833,10.381,0.656,6
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Timofey Mozgov,14.0,9.778,0.698,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Draymond Green,13.0,4.0,0.308,6
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,J.R. Smith,11.5,5.089,0.443,6
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Tristan Thompson,10.0,6.899,0.69,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Harrison Barnes,8.833,4.792,0.543,6
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Matthew Dellavedova,7.5,7.342,0.979,6
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Iman Shumpert,6.5,2.429,0.374,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,David Lee,5.5,5.323,0.968,4
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Leandro Barbosa,5.167,4.07,0.788,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Shaun Livingston,5.0,2.966,0.593,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Festus Ezeli,4.4,3.782,0.859,5
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,James Jones,3.333,3.777,1.133,6
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Marreese Speights,3.0,4.359,1.453,3
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Andrew Bogut,2.5,1.915,0.766,4
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Kendrick Perkins,2.0,0.0,0.0,1
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Mike Miller,0.6,1.342,2.236,5
2015,2015_nba_finals_cavaliers_vs_warriors,CLE,Joe Harris,0.5,0.707,1.414,2
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,James Michael McAdoo,0.0,0.0,0.0,1
2015,2015_nba_finals_cavaliers_vs_warriors,GSW,Justin Holiday,0.0,0.0,0.0,1
2014,2014_nba_finals_heat_vs_spurs,MIA,LeBron James,28.2,5.07,0.18,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Tony Parker,18.0,2.449,0.136,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Kawhi Leonard,17.8,8.701,0.489,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Tim Duncan,15.4,4.219,0.274,5
2014,2014_nba_finals_heat_vs_spurs,MIA,Dwyane Wade,15.2,5.167,0.34,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Manu Ginóbili,14.4,5.273,0.366,5
2014,2014_nba_finals_heat_vs_spurs,MIA,Chris Bosh,14.0,3.937,0.281,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Patty Mills,10.2,5.07,0.497,5
2014,2014_nba_finals_heat_vs_spurs,MIA,Ray Allen,9.8,4.087,0.417,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Danny Green,9.2,5.762,0.626,5
2014,2014_nba_finals_heat_vs_spurs,MIA,Michael Beasley,9.0,0.0,0.0,1
2014,2014_nba_finals_heat_vs_spurs,MIA,Rashard Lewis,8.6,5.814,0.676,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Boris Diaw,6.2,2.775,0.448,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Tiago Splitter,6.2,4.712,0.76,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Marco Belinelli,4.6,2.51,0.546,5
2014,2014_nba_finals_heat_vs_spurs,MIA,Mario Chalmers,4.4,2.302,0.523,5
2014,2014_nba_finals_heat_vs_spurs,MIA,Norris Cole,3.2,3.033,0.948,5
2014,2014_nba_finals_heat_vs_spurs,MIA,James Jones,2.75,5.5,2.0,4
2014,2014_nba_finals_heat_vs_spurs,MIA,Chris Andersen,2.6,1.817,0.699,5
2014,2014_nba_finals_heat_vs_spurs,SAS,Aron Baynes,2.0,0.0,0.0,3
2014,2014_nba_finals_heat_vs_spurs,SAS,Jeff Ayres,1.667,1.528,0.917,3
2014,2014_nba_finals_heat_vs_spurs,MIA,Toney Douglas,1.333,1.528,1.146,3
2014,2014_nba_finals_heat_vs_spurs,SAS,Matt Bonner,1.25,1.5,1.2,4
2014,2014_nba_finals_heat_vs_spurs,MIA,Udonis Haslem,1.0,1.155,1.155,4
2014,2014_nba_finals_heat_vs_spurs,SAS,Cory Joseph,0.667,1.155,1.732,3
2014,2014_nba_finals_heat_vs_spurs,MIA,Greg Oden,0.0,0.0,0.0,2
2014,2014_nba_finals_heat_vs_spurs,MIA,Shane Battier,0.0,0.0,0.0,4
2013,2013_nba_finals_spurs_vs_heat,MIA,LeBron James,25.286,8.845,0.35,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Dwyane Wade,19.571,7.502,0.383,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Tim Duncan,18.857,7.081,0.376,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Tony Parker,15.714,6.824,0.434,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Kawhi Leonard,14.571,4.756,0.326,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Danny Green,14.0,9.129,0.652,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Chris Bosh,11.857,6.176,0.521,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Manu Ginóbili,11.571,7.208,0.623,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Mario Chalmers,10.571,7.345,0.695,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Ray Allen,10.571,6.949,0.657,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Gary Neal,9.429,7.368,0.781,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Shane Battier,5.571,6.451,1.158,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Mike Miller,5.286,5.765,1.091,7
2013,2013_nba_finals_spurs_vs_heat,SAS,Tiago Splitter,4.857,2.035,0.419,7
2013,2013_nba_finals_spurs_vs_heat,MIA,Chris Andersen,4.4,3.435,0.781,5
2013,2013_nba_finals_spurs_vs_heat,SAS,Boris Diaw,4.0,3.578,0.894,6
2013,2013_nba_finals_spurs_vs_heat,SAS,DeJuan Blair,3.667,4.726,1.289,3
2013,2013_nba_finals_spurs_vs_heat,MIA,Norris Cole,3.0,3.464,1.155,5
2013,2013_nba_finals_spurs_vs_heat,MIA,James Jones,2.0,1.732,0.866,3
2013,2013_nba_finals_spurs_vs_heat,SAS,Patty Mills,2.0,0.0,0.0,2
2013,2013_nba_finals_spurs_vs_heat,SAS,Cory Joseph,1.833,3.125,1.705,6
2013,2013_nba_finals_spurs_vs_heat,SAS,Matt Bonner,1.833,2.229,1.216,6
2013,2013_nba_finals_spurs_vs_heat,MIA,Udonis Haslem,1.5,1.975,1.317,6
2013,2013_nba_finals_spurs_vs_heat,MIA,Rashard Lewis,1.333,2.309,1.732,3
2013,2013_nba_finals_spurs_vs_heat,MIA,Joel Anthony,0.5,1.0,2.0,4
2013,2013_nba_finals_spurs_vs_heat,SAS,Nando De Colo,0.0,0.0,0.0,2
2013,2013_nba_finals_spurs_vs_heat,SAS,Tracy McGrady,0.0,0.0,0.0,2
2012,2012_nba_finals_heat_vs_thunder,OKC,Kevin Durant,30.6,4.219,0.138,5
2012,2012_nba_finals_heat_vs_thunder,MIA,LeBron James,28.6,2.608,0.091,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Russell Westbrook,27.0,9.798,0.363,5
2012,2012_nba_finals_heat_vs_thunder,MIA,Dwyane Wade,22.6,2.881,0.127,5
2012,2012_nba_finals_heat_vs_thunder,MIA,Chris Bosh,14.6,5.814,0.398,5
2012,2012_nba_finals_heat_vs_thunder,OKC,James Harden,12.4,7.127,0.575,5
2012,2012_nba_finals_heat_vs_thunder,MIA,Shane Battier,11.6,5.55,0.478,5
2012,2012_nba_finals_heat_vs_thunder,MIA,Mario Chalmers,10.4,9.236,0.888,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Serge Ibaka,7.0,2.55,0.364,5
2012,2012_nba_finals_heat_vs_thunder,MIA,Mike Miller,6.2,9.497,1.532,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Royal Ivey,6.0,0.0,0.0,1
2012,2012_nba_finals_heat_vs_thunder,OKC,Derek Fisher,5.6,4.615,0.824,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Kendrick Perkins,4.8,3.033,0.632,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Thabo Sefolosha,4.6,3.362,0.731,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Nick Collison,3.6,3.286,0.913,5
2012,2012_nba_finals_heat_vs_thunder,MIA,Norris Cole,3.25,3.403,1.047,4
2012,2012_nba_finals_heat_vs_thunder,MIA,Terrel Harris,3.0,0.0,0.0,1
2012,2012_nba_finals_heat_vs_thunder,MIA,James Jones,2.75,2.5,0.909,4
2012,2012_nba_finals_heat_vs_thunder,MIA,Udonis Haslem,2.6,2.408,0.926,5
2012,2012_nba_finals_heat_vs_thunder,OKC,Cole Aldrich,2.0,0.0,0.0,1
2012,2012_nba_finals_heat_vs_thunder,OKC,Lazar Hayward,2.0,0.0,0.0,1
2012,2012_nba_finals_heat_vs_thunder,OKC,Daequan Cook,0.667,1.155,1.732,3
2012,2012_nba_finals_heat_vs_thunder,MIA,Joel Anthony,0.0,0.0,0.0,1
2012,2012_nba_finals_heat_vs_thunder,MIA,Juwan Howard,0.0,0.0,0.0,1
2012,2012_nba_finals_heat_vs_thunder,MIA,Ronny Turiaf,0.0,0.0,0.0,1
2011,2011_nba_finals_mavericks_vs_heat,MIA,Dwyane Wade,26.5,7.064,0.267,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Dirk Nowitzki,26.0,5.06,0.195,6
2011,2011_nba_finals_mavericks_vs_heat,MIA,Chris Bosh,18.5,3.834,0.207,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Jason Terry,18.0,5.292,0.294,6
2011,2011_nba_finals_mavericks_vs_heat,MIA,LeBron James,17.833,5.492,0.308,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Shawn Marion,13.667,4.457,0.326,6
2011,2011_nba_finals_mavericks_vs_heat,MIA,Mario Chalmers,11.833,4.535,0.383,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Tyson Chandler,9.667,3.933,0.407,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,J.J. Barea,8.833,5.913,0.669,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Jason Kidd,7.667,4.367,0.57,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,DeShawn Stevenson,7.0,3.162,0.452,6
2011,2011_nba_finals_mavericks_vs_heat,MIA,Udonis Haslem,6.667,3.445,0.517,6
2011,2011_nba_finals_mavericks_vs_heat,MIA,Eddie House,4.5,6.364,1.414,2
2011,2011_nba_finals_mavericks_vs_heat,MIA,Mike Bibby,3.8,5.848,1.539,5
2011,2011_nba_finals_mavericks_vs_heat,MIA,Mike Miller,3.5,3.987,1.139,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Ian Mahinmi,3.0,1.0,0.333,3
2011,2011_nba_finals_mavericks_vs_heat,MIA,Juwan Howard,1.8,2.49,1.383,5
2011,2011_nba_finals_mavericks_vs_heat,DAL,Brendan Haywood,1.667,1.528,0.917,3
2011,2011_nba_finals_mavericks_vs_heat,DAL,Brian Cardinal,1.4,1.949,1.392,5
2011,2011_nba_finals_mavericks_vs_heat,MIA,Joel Anthony,1.333,1.633,1.225,6
2011,2011_nba_finals_mavericks_vs_heat,DAL,Peja Stojaković,0.5,1.0,2.0,4
2010,2010_nba_finals_celtics_vs_lakers,LAL,Kobe Bryant,28.571,5.855,0.205,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Pau Gasol,18.571,4.894,0.264,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Paul Pierce,18.0,6.0,0.333,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Kevin Garnett,15.286,5.88,0.385,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Ray Allen,14.571,9.163,0.629,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Rajon Rondo,13.571,3.69,0.272,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Metta World Peace,10.571,6.294,0.595,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Derek Fisher,8.571,3.91,0.456,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Lamar Odom,7.571,2.992,0.395,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Andrew Bynum,7.429,6.876,0.926,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Glen Davis,6.714,6.601,0.983,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Kendrick Perkins,5.833,4.021,0.689,6
2010,2010_nba_finals_celtics_vs_lakers,BOS,Rasheed Wallace,5.286,3.946,0.747,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Nate Robinson,4.857,4.18,0.861,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Tony Allen,3.143,2.193,0.698,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Jordan Farmar,3.0,2.309,0.77,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Sasha Vujačić,3.0,3.162,1.054,7
2010,2010_nba_finals_celtics_vs_lakers,LAL,Shannon Brown,3.0,2.38,0.793,7
2010,2010_nba_finals_celtics_vs_lakers,BOS,Marquis Daniels,2.5,3.536,1.414,2
2010,2010_nba_finals_celtics_vs_lakers,LAL,Luke Walton,0.5,1.0,2.0,4
2010,2010_nba_finals_celtics_vs_lakers,BOS,Brian Scalabrine,0.0,0.0,0.0,1
2010,2010_nba_finals_celtics_vs_lakers,LAL,D.J. Mbenga,0.0,0.0,0.0,1
2010,2010_nba_finals_celtics_vs_lakers,LAL,Josh Powell,0.0,0.0,0.0,2
2010,2010_nba_finals_celtics_vs_lakers,BOS,Michael Finley,0.0,0.0,0.0,2
2010,2010_nba_finals_celtics_vs_lakers,BOS,Shelden Williams,0.0,0.0,0.0,2
2009,2009_nba_finals_magic_vs_lakers,LAL,Kobe Bryant,32.4,4.393,0.136,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Pau Gasol,18.6,4.561,0.245,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Hedo Türkoğlu,18.0,5.612,0.312,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Rashard Lewis,17.4,11.261,0.647,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Dwight Howard,15.4,4.037,0.262,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Lamar Odom,13.4,4.336,0.324,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Derek Fisher,11.0,1.871,0.17,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Trevor Ariza,11.0,5.431,0.494,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Mickaël Piétrus,10.6,7.127,0.672,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Rafer Alston,10.6,6.229,0.588,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Andrew Bynum,6.0,1.871,0.312,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Courtney Lee,5.8,3.899,0.672,5
2009,2009_nba_finals_magic_vs_lakers,ORL,JJ Redick,5.5,2.082,0.378,4
2009,2009_nba_finals_magic_vs_lakers,ORL,Jameer Nelson,3.8,1.789,0.471,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Luke Walton,3.8,3.633,0.956,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Jordan Farmar,3.4,4.561,1.341,5
2009,2009_nba_finals_magic_vs_lakers,ORL,Marcin Gortat,3.2,1.789,0.559,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Josh Powell,2.5,0.707,0.283,2
2009,2009_nba_finals_magic_vs_lakers,ORL,Tony Battie,2.0,1.414,0.707,5
2009,2009_nba_finals_magic_vs_lakers,LAL,D.J. Mbenga,0.0,0.0,0.0,3
2009,2009_nba_finals_magic_vs_lakers,LAL,Sasha Vujačić,0.0,0.0,0.0,5
2009,2009_nba_finals_magic_vs_lakers,LAL,Shannon Brown,0.0,0.0,0.0,3
2008,2008_nba_finals_lakers_vs_celtics,LAL,Kobe Bryant,25.667,6.593,0.257,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Paul Pierce,21.833,10.741,0.492,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Ray Allen,20.333,4.179,0.206,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Kevin Garnett,18.167,5.565,0.306,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Pau Gasol,14.667,3.882,0.265,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Lamar Odom,13.5,5.925,0.439,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Derek Fisher,10.833,4.021,0.371,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Rajon Rondo,9.333,7.174,0.769,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,James Posey,8.667,5.61,0.647,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Sasha Vujačić,8.333,6.088,0.731,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Eddie House,8.0,2.449,0.306,4
2008,2008_nba_finals_lakers_vs_celtics,LAL,Vladimir Radmanović,7.333,3.615,0.493,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Jordan Farmar,7.0,4.243,0.606,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Leon Powe,6.167,7.782,1.262,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Kendrick Perkins,4.0,3.24,0.81,5
2008,2008_nba_finals_lakers_vs_celtics,BOS,P.J. Brown,4.0,1.673,0.418,6
2008,2008_nba_finals_lakers_vs_celtics,BOS,Sam Cassell,3.8,4.382,1.153,5
2008,2008_nba_finals_lakers_vs_celtics,BOS,Glen Davis,3.0,0.0,0.0,1
2008,2008_nba_finals_lakers_vs_celtics,BOS,Tony Allen,2.667,3.055,1.146,3
2008,2008_nba_finals_lakers_vs_celtics,LAL,Trevor Ariza,2.6,2.608,1.003,5
2008,2008_nba_finals_lakers_vs_celtics,LAL,Luke Walton,2.5,2.95,1.18,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Ronny Turiaf,1.833,2.229,1.216,6
2008,2008_nba_finals_lakers_vs_celtics,LAL,Chris Mihm,0.0,0.0,0.0,1
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Tony Parker,24.5,5.568,0.227,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,LeBron James,22.0,5.354,0.243,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Tim Duncan,18.25,6.131,0.336,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Manu Ginóbili,17.75,10.935,0.616,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Drew Gooden,12.75,1.258,0.099,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Daniel Gibson,10.75,6.397,0.595,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Sasha Pavlović,9.75,4.717,0.484,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Zydrunas Ilgauskas,7.75,4.193,0.541,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Anderson Varejão,7.5,2.517,0.336,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Bruce Bowen,6.0,4.967,0.828,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Damon Jones,4.5,3.873,0.861,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Fabricio Oberto,4.25,3.096,0.728,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Francisco Elson,4.0,2.16,0.54,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Donyell Marshall,3.75,2.5,0.667,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Michael Finley,3.75,2.363,0.63,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Brent Barry,3.0,4.243,1.414,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Robert Horry,3.0,1.633,0.544,4
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Jacque Vaughn,2.0,0.0,0.0,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Eric Snow,1.25,1.893,1.514,4
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Larry Hughes,1.0,1.414,1.414,2
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Beno Udrih,0.0,0.0,0.0,2
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Ira Newble,0.0,0.0,0.0,1
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Scot Pollard,0.0,0.0,0.0,1
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Shannon Brown,0.0,0.0,0.0,1
2006,2006_nba_finals_heat_vs_mavericks,MIA,Dwyane Wade,34.667,7.84,0.226,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Dirk Nowitzki,22.833,6.338,0.278,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Jason Terry,22.0,8.967,0.408,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Josh Howard,14.667,7.815,0.533,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,Antoine Walker,13.833,4.75,0.343,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,Shaquille O'Neal,13.667,5.354,0.392,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Jerry Stackhouse,12.8,5.63,0.44,5
2006,2006_nba_finals_heat_vs_mavericks,MIA,Jason Williams,8.833,3.656,0.414,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Devin Harris,7.333,3.83,0.522,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,James Posey,7.333,4.633,0.632,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,Udonis Haslem,6.5,5.648,0.869,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Erick Dampier,5.667,5.086,0.898,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,Alonzo Mourning,4.333,4.32,0.997,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Adrian Griffin,3.0,3.286,1.095,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Marquis Daniels,2.833,4.916,1.735,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,Gary Payton,2.667,2.733,1.025,6
2006,2006_nba_finals_heat_vs_mavericks,DAL,DeSagana Diop,1.667,1.862,1.117,6
2006,2006_nba_finals_heat_vs_mavericks,MIA,Shandon Anderson,1.5,1.915,1.277,4
2006,2006_nba_finals_heat_vs_mavericks,DAL,Keith Van Horn,1.4,2.191,1.565,5
2006,2006_nba_finals_heat_vs_mavericks,DAL,D.J. Mbenga,0.0,0.0,0.0,2
2006,2006_nba_finals_heat_vs_mavericks,DAL,Darrell Armstrong,0.0,0.0,0.0,1
2006,2006_nba_finals_heat_vs_mavericks,MIA,Jason Kapono,0.0,0.0,0.0,1
2006,2006_nba_finals_heat_vs_mavericks,DAL,Josh Powell,0.0,0.0,0.0,1
2006,2006_nba_finals_heat_vs_mavericks,MIA,Michael Doleac,0.0,0.0,0.0,1
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tim Duncan,20.571,4.685,0.228,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Chauncey Billups,20.429,7.39,0.362,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Manu Ginóbili,18.714,7.544,0.403,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Richard Hamilton,16.714,4.751,0.284,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tony Parker,13.857,3.976,0.287,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Rasheed Wallace,10.857,3.934,0.362,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Ben Wallace,10.714,2.87,0.268,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Robert Horry,10.571,5.798,0.548,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Antonio McDyess,10.143,4.14,0.408,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Tayshaun Prince,10.143,3.485,0.344,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Bruce Bowen,7.857,5.146,0.655,7
2005,2005_nba_finals_pistons_vs_spurs,DET,Lindsey Hunter,5.571,5.318,0.955,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Nazr Mohammed,4.857,3.024,0.623,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Brent Barry,4.571,4.429,0.969,7
2005,2005_nba_finals_pistons_vs_spurs,SAS,Beno Udrih,2.4,3.362,1.401,5
2005,2005_nba_finals_pistons_vs_spurs,DET,Carlos Arroyo,2.2,1.483,0.674,5
2005,2005_nba_finals_pistons_vs_spurs,SAS,Devin Brown,1.833,3.125,1.705,6
2005,2005_nba_finals_pistons_vs_spurs,DET,Darko Miličić,0.667,1.155,1.732,3
2005,2005_nba_finals_pistons_vs_spurs,SAS,Glenn Robinson,0.667,1.155,1.732,3
2005,2005_nba_finals_pistons_vs_spurs,SAS,Rasho Nesterović,0.5,1.0,2.0,4
2005,2005_nba_finals_pistons_vs_spurs,DET,Darvin Ham,0.4,0.894,2.236,5
2005,2005_nba_finals_pistons_vs_spurs,DET,Elden Campbell,0.0,0.0,0.0,1
2005,2005_nba_finals_pistons_vs_spurs,DET,Ronald Dupree,0.0,0.0,0.0,5
