Year,Series,Team,Player,W_FG,W_FGA,W_3P,W_eFG%,L_FG,L_FGA,L_3P,L_eFG%,rel_WL_eFG%,W_G,L_G
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Bruce Seals,1.0,3.0,0.0,0.333,3.0,10.0,0.0,0.3,0.033,1.0,2.0
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Phil Walker,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Joe Pace,1.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,2.0,0.0
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Joe Hassett,0.0,0.0,0.0,,2.0,4.0,0.0,0.5,0.0,0.0,1.0
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Al Fleming,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Lionel Hollins,29.0,72.0,0.0,0.403,9.0,26.0,0.0,0.346,0.057,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Maurice Lucas,27.0,61.0,0.0,0.443,16.0,37.0,0.0,0.432,0.011,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Bill Walton,29.0,51.0,0.0,0.569,19.0,37.0,0.0,0.514,0.055,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Bob Gross,34.0,47.0,0.0,0.723,12.0,22.0,0.0,0.545,0.178,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Julius Erving,24.0,41.0,0.0,0.585,46.0,88.0,0.0,0.523,0.062,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Johnny Davis,19.0,41.0,0.0,0.463,5.0,15.0,0.0,0.333,0.13,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Doug Collins,22.0,39.0,0.0,0.564,24.0,52.0,0.0,0.462,0.102,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Lloyd Neal,13.0,25.0,0.0,0.52,2.0,5.0,0.0,0.4,0.12,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,George McGinnis,8.0,23.0,0.0,0.348,23.0,57.0,0.0,0.404,-0.056,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Henry Bibby,6.0,23.0,0.0,0.261,15.0,44.0,0.0,0.341,-0.08,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Dave Twardzik,11.0,23.0,0.0,0.478,2.0,5.0,0.0,0.4,0.078,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Corky Calhoun,9.0,16.0,0.0,0.562,1.0,3.0,0.0,0.333,0.229,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Steve Mix,7.0,15.0,0.0,0.467,9.0,18.0,0.0,0.5,-0.033,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Herm Gilliam,5.0,12.0,0.0,0.417,6.0,14.0,0.0,0.429,-0.012,3.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Wally Walker,8.0,10.0,0.0,0.8,1.0,2.0,0.0,0.5,0.3,2.0,1.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Darryl Dawkins,4.0,9.0,0.0,0.444,9.0,20.0,0.0,0.45,-0.006,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Joe Bryant,1.0,9.0,0.0,0.111,7.0,15.0,0.0,0.467,-0.356,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Larry Steele,3.0,9.0,0.0,0.333,4.0,13.0,0.0,0.308,0.025,3.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Caldwell Jones,6.0,8.0,0.0,0.75,7.0,15.0,0.0,0.467,0.283,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Robin Jones,2.0,7.0,0.0,0.286,2.0,6.0,0.0,0.333,-0.047,4.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,World B. Free,1.0,5.0,0.0,0.2,10.0,32.0,0.0,0.312,-0.112,1.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Mike Dunleavy,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.4,-0.4,2.0,4.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Terry Furlow,2.0,2.0,0.0,1.0,4.0,6.0,0.0,0.667,0.333,1.0,2.0
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Harvey Catchings,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Dave Cowens,37.0,77.0,0.0,0.481,13.0,19.0,0.0,0.684,-0.203,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Jo Jo White,31.0,71.0,0.0,0.437,16.0,36.0,0.0,0.444,-0.007,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Charlie Scott,25.0,65.0,0.0,0.385,8.0,30.0,0.0,0.267,0.118,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,BOS,John Havlicek,28.0,64.0,0.0,0.438,7.0,27.0,0.0,0.259,0.179,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Alvan Adams,22.0,43.0,0.0,0.512,37.0,78.0,0.0,0.474,0.038,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Paul Westphal,17.0,38.0,0.0,0.447,31.0,68.0,0.0,0.456,-0.009,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Paul Silas,17.0,38.0,0.0,0.447,11.0,21.0,0.0,0.524,-0.077,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Gar Heard,12.0,27.0,0.0,0.444,22.0,56.0,0.0,0.393,0.051,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Steve Kuberski,7.0,18.0,0.0,0.389,4.0,9.0,0.0,0.444,-0.055,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Curtis Perry,7.0,17.0,0.0,0.412,26.0,53.0,0.0,0.491,-0.079,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Ricky Sobers,6.0,11.0,0.0,0.545,25.0,61.0,0.0,0.41,0.135,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Dick Van Arsdale,5.0,11.0,0.0,0.455,8.0,22.0,0.0,0.364,0.091,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Keith Erickson,4.0,11.0,0.0,0.364,5.0,22.0,0.0,0.227,0.137,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Don Nelson,3.0,11.0,0.0,0.273,5.0,9.0,0.0,0.556,-0.283,4.0,2.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Glenn McDonald,5.0,10.0,0.0,0.5,1.0,3.0,0.0,0.333,0.167,3.0,2.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Jim Ard,5.0,9.0,0.0,0.556,3.0,6.0,0.0,0.5,0.056,3.0,2.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Nate Hawthorne,1.0,3.0,0.0,0.333,2.0,8.0,0.0,0.25,0.083,2.0,3.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Kevin Stacom,2.0,3.0,0.0,0.667,1.0,6.0,0.0,0.167,0.5,3.0,2.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Phil Lumpkin,1.0,3.0,0.0,0.333,0.0,3.0,0.0,0.0,0.333,2.0,2.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Jerome Anderson,1.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,0.0
1976,1976_nba_finals_suns_vs_celtics,BOS,Tom Boswell,1.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,0.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Dennis Awtrey,1.0,1.0,0.0,1.0,3.0,9.0,0.0,0.333,0.667,2.0,4.0
1976,1976_nba_finals_suns_vs_celtics,PHO,Pat Riley,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Rick Barry,44.0,99.0,0.0,0.444,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Jamaal Wilkes,18.0,56.0,0.0,0.321,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Charles Johnson,14.0,41.0,0.0,0.341,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Phil Smith,16.0,39.0,0.0,0.41,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Jeff Mullins,16.0,29.0,0.0,0.552,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Butch Beard,10.0,26.0,0.0,0.385,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Derrek Dickey,17.0,23.0,0.0,0.739,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Clifford Ray,13.0,21.0,0.0,0.619,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,George Johnson,11.0,17.0,0.0,0.647,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Charles Dudley,2.0,8.0,0.0,0.25,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Bill Bridges,2.0,6.0,0.0,0.333,0.0,0.0,0.0,,0.0,4.0,0.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Elvin Hayes,0.0,0.0,0.0,,32.0,77.0,0.0,0.416,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Phil Chenier,0.0,0.0,0.0,,29.0,69.0,0.0,0.42,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Kevin Porter,0.0,0.0,0.0,,29.0,52.0,0.0,0.558,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Mike Riordan,0.0,0.0,0.0,,14.0,38.0,0.0,0.368,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Wes Unseld,0.0,0.0,0.0,,20.0,38.0,0.0,0.526,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Nick Weatherspoon,0.0,0.0,0.0,,5.0,26.0,0.0,0.192,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Clem Haskins,0.0,0.0,0.0,,8.0,15.0,0.0,0.533,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Truck Robinson,0.0,0.0,0.0,,6.0,12.0,0.0,0.5,0.0,0.0,4.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Dick Gibbs,0.0,0.0,0.0,,1.0,5.0,0.0,0.2,0.0,0.0,2.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Tom Kozelko,0.0,0.0,0.0,,2.0,4.0,0.0,0.5,0.0,0.0,3.0
1975,1975_nba_finals_warriors_vs_bullets,WSB,Dennis DuVal,0.0,0.0,0.0,,1.0,3.0,0.0,0.333,0.0,0.0,1.0
1975,1975_nba_finals_warriors_vs_bullets,GSW,Steve Bracey,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Dave Cowens,46.0,93.0,0.0,0.495,23.0,64.0,0.0,0.359,0.136,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,John Havlicek,39.0,92.0,0.0,0.424,33.0,76.0,0.0,0.434,-0.01,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Kareem Abdul-Jabbar,45.0,81.0,0.0,0.556,52.0,104.0,0.0,0.5,0.056,3.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Jo Jo White,29.0,57.0,0.0,0.509,24.0,58.0,0.0,0.414,0.095,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Bob Dandridge,26.0,53.0,0.0,0.491,24.0,64.0,0.0,0.375,0.116,3.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Don Chaney,19.0,40.0,0.0,0.475,11.0,27.0,0.0,0.407,0.068,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Oscar Robertson,17.0,33.0,0.0,0.515,18.0,48.0,0.0,0.375,0.14,3.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Paul Silas,11.0,28.0,0.0,0.393,5.0,17.0,0.0,0.294,0.099,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Curtis Perry,11.0,24.0,0.0,0.458,8.0,20.0,0.0,0.4,0.058,3.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Paul Westphal,4.0,21.0,0.0,0.19,11.0,17.0,0.0,0.647,-0.457,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Mickey Davis,10.0,18.0,0.0,0.556,20.0,37.0,0.0,0.541,0.015,3.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Cornell Warner,7.0,17.0,0.0,0.412,6.0,20.0,0.0,0.3,0.112,3.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Don Nelson,7.0,15.0,0.0,0.467,9.0,20.0,0.0,0.45,0.017,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Ron Williams,3.0,13.0,0.0,0.231,5.0,15.0,0.0,0.333,-0.102,3.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Jon McGlocklin,6.0,9.0,0.0,0.667,8.0,16.0,0.0,0.5,0.167,2.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Hank Finkel,5.0,9.0,0.0,0.556,3.0,9.0,0.0,0.333,0.223,4.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Dick Garrett,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Art Williams,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Phil Hankinson,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
1974,1974_nba_finals_celtics_vs_bucks,BOS,Steve Kuberski,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Russ Lee,0.0,0.0,0.0,,3.0,5.0,0.0,0.6,0.0,0.0,4.0
1974,1974_nba_finals_celtics_vs_bucks,MIL,Terry Driscoll,0.0,0.0,0.0,,2.0,4.0,0.0,0.5,0.0,0.0,3.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Bill Bradley,29.0,69.0,0.0,0.42,11.0,21.0,0.0,0.524,-0.104,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Willis Reed,33.0,66.0,0.0,0.5,4.0,9.0,0.0,0.444,0.056,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Walt Frazier,30.0,60.0,0.0,0.5,5.0,13.0,0.0,0.385,0.115,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Dave DeBusschere,22.0,56.0,0.0,0.393,11.0,19.0,0.0,0.579,-0.186,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Earl Monroe,25.0,51.0,0.0,0.49,9.0,13.0,0.0,0.692,-0.202,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Phil Jackson,13.0,31.0,0.0,0.419,3.0,10.0,0.0,0.3,0.119,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Jerry Lucas,10.0,27.0,0.0,0.37,7.0,15.0,0.0,0.467,-0.097,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Jerry West,9.0,21.0,0.0,0.429,33.0,74.0,0.0,0.446,-0.017,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Jim McMillian,11.0,18.0,0.0,0.611,35.0,86.0,0.0,0.407,0.204,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Gail Goodrich,10.0,17.0,0.0,0.588,32.0,74.0,0.0,0.432,0.156,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Wilt Chamberlain,5.0,11.0,0.0,0.455,17.0,31.0,0.0,0.548,-0.093,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Mel Counts,5.0,8.0,0.0,0.625,3.0,11.0,0.0,0.273,0.352,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Bill Bridges,4.0,6.0,0.0,0.667,9.0,32.0,0.0,0.281,0.386,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Keith Erickson,1.0,6.0,0.0,0.167,13.0,31.0,0.0,0.419,-0.252,1.0,4.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Dean Meminger,2.0,3.0,0.0,0.667,0.0,1.0,0.0,0.0,0.667,4.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,Dick Barnett,1.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,0.0
1973,1973_nba_finals_knicks_vs_lakers,NYK,John Gianelli,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Happy Hairston,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,2.0
1973,1973_nba_finals_knicks_vs_lakers,LAL,Pat Riley,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Jerry West,35.0,102.0,0.0,0.343,3.0,15.0,0.0,0.2,0.143,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Gail Goodrich,38.0,76.0,0.0,0.5,8.0,22.0,0.0,0.364,0.136,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Jim McMillian,26.0,68.0,0.0,0.382,5.0,15.0,0.0,0.333,0.049,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Wilt Chamberlain,34.0,54.0,0.0,0.63,5.0,11.0,0.0,0.455,0.175,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Happy Hairston,22.0,48.0,0.0,0.458,5.0,10.0,0.0,0.5,-0.042,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Pat Riley,8.0,26.0,0.0,0.308,1.0,7.0,0.0,0.143,0.165,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Jerry Lucas,13.0,21.0,0.0,0.619,33.0,71.0,0.0,0.465,0.154,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Dave DeBusschere,9.0,18.0,0.0,0.5,15.0,46.0,0.0,0.326,0.174,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Walt Frazier,6.0,14.0,0.0,0.429,42.0,68.0,0.0,0.618,-0.189,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Bill Bradley,11.0,12.0,0.0,0.917,30.0,72.0,0.0,0.417,0.5,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Phil Jackson,5.0,8.0,0.0,0.625,18.0,34.0,0.0,0.529,0.096,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Leroy Ellis,4.0,8.0,0.0,0.5,3.0,4.0,0.0,0.75,-0.25,4.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Earl Monroe,3.0,5.0,0.0,0.6,9.0,38.0,0.0,0.237,0.363,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Dean Meminger,0.0,3.0,0.0,0.0,7.0,15.0,0.0,0.467,-0.467,1.0,4.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,John Trapp,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.5,-0.5,2.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Luther Rackley,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.25,-0.25,1.0,3.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Eddie Mast,2.0,3.0,0.0,0.667,0.0,1.0,0.0,0.0,0.667,1.0,3.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Jim Cleamons,1.0,2.0,0.0,0.5,1.0,2.0,0.0,0.5,0.0,1.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Charlie Paulk,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Eddie Miles,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0
1972,1972_nba_finals_knicks_vs_lakers,LAL,Flynn Robinson,0.0,1.0,0.0,0.0,3.0,7.0,0.0,0.429,-0.429,1.0,1.0
1972,1972_nba_finals_knicks_vs_lakers,NYK,Dick Barnett,0.0,0.0,0.0,,12.0,20.0,0.0,0.6,0.0,1.0,3.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Kareem Abdul-Jabbar,46.0,76.0,0.0,0.605,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Bob Dandridge,35.0,67.0,0.0,0.522,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Oscar Robertson,34.0,65.0,0.0,0.523,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Greg Smith,18.0,39.0,0.0,0.462,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Jon McGlocklin,17.0,32.0,0.0,0.531,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Lucius Allen,10.0,26.0,0.0,0.385,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Bob Boozer,8.0,18.0,0.0,0.444,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,McCoy McLemore,2.0,6.0,0.0,0.333,0.0,0.0,0.0,,0.0,3.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Dick Cunningham,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Bob Greacen,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Jeff Webb,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,MIL,Marv Winkler,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Jack Marin,0.0,0.0,0.0,,32.0,79.0,0.0,0.405,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Fred Carter,0.0,0.0,0.0,,30.0,71.0,0.0,0.423,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Earl Monroe,0.0,0.0,0.0,,26.0,70.0,0.0,0.371,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Wes Unseld,0.0,0.0,0.0,,25.0,63.0,0.0,0.397,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Kevin Loughery,0.0,0.0,0.0,,19.0,51.0,0.0,0.373,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,John Tresvant,0.0,0.0,0.0,,12.0,38.0,0.0,0.316,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Gus Johnson,0.0,0.0,0.0,,8.0,25.0,0.0,0.32,0.0,0.0,2.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Gary Zeller,0.0,0.0,0.0,,5.0,14.0,0.0,0.357,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,Dorie Murrey,0.0,0.0,0.0,,3.0,7.0,0.0,0.429,0.0,0.0,4.0
1971,1971_nba_finals_bullets_vs_bucks,BAL,George Johnson,0.0,0.0,0.0,,2.0,4.0,0.0,0.5,0.0,0.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Jerry West,37.0,76.0,0.0,0.487,35.0,84.0,0.0,0.417,0.07,3.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Dave DeBusschere,32.0,76.0,0.0,0.421,28.0,56.0,0.0,0.5,-0.079,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Willis Reed,37.0,70.0,0.0,0.529,22.0,52.0,0.0,0.423,0.106,4.0,2.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Dick Barnett,27.0,66.0,0.0,0.409,25.0,50.0,0.0,0.5,-0.091,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Bill Bradley,25.0,62.0,0.0,0.403,13.0,36.0,0.0,0.361,0.042,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Wilt Chamberlain,36.0,60.0,0.0,0.6,34.0,52.0,0.0,0.654,-0.054,3.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Walt Frazier,32.0,53.0,0.0,0.604,14.0,32.0,0.0,0.438,0.166,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Elgin Baylor,21.0,45.0,0.0,0.467,31.0,62.0,0.0,0.5,-0.033,3.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Cazzie Russell,14.0,35.0,0.0,0.4,15.0,24.0,0.0,0.625,-0.225,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Dick Garrett,17.0,33.0,0.0,0.515,20.0,45.0,0.0,0.444,0.071,3.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Keith Erickson,13.0,27.0,0.0,0.481,21.0,44.0,0.0,0.477,0.004,3.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Dave Stallworth,8.0,20.0,0.0,0.4,13.0,27.0,0.0,0.481,-0.081,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Happy Hairston,8.0,19.0,0.0,0.421,8.0,15.0,0.0,0.533,-0.112,3.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Mike Riordan,10.0,18.0,0.0,0.556,2.0,13.0,0.0,0.154,0.402,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Nate Bowman,4.0,10.0,0.0,0.4,9.0,17.0,0.0,0.529,-0.129,4.0,3.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Johnny Egan,5.0,8.0,0.0,0.625,5.0,11.0,0.0,0.455,0.17,3.0,4.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Rick Roberson,3.0,6.0,0.0,0.5,0.0,0.0,0.0,,0.0,3.0,0.0
